Emp_Id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary
IND41199,96%,81%,4,211,3,0,0,0,sales,high
IND14961,63%,89%,4,192,2,0,0,0,sales,high
IND06043,81%,80%,4,227,2,1,0,0,sales,low
IND22437,50%,88%,4,265,3,1,0,0,sales,low
IND25784,76%,72%,5,228,2,0,0,0,sales,high
IND08459,84%,49%,4,152,3,0,0,0,sales,low
IND13972,20%,95%,5,169,5,0,0,0,sales,medium
IND23008,78%,92%,3,169,3,0,0,0,sales,high
IND37215,80%,68%,4,157,3,0,0,0,sales,medium
IND41349,94%,57%,4,251,2,1,0,0,sales,medium
IND16036,44%,74%,5,253,2,0,0,0,accounting,medium
IND32842,92%,85%,3,155,2,0,0,0,accounting,medium
IND39895,54%,80%,3,232,2,0,0,0,accounting,high
IND02698,56%,56%,4,195,2,0,0,0,hr,medium
IND06190,66%,69%,4,198,3,1,0,0,hr,medium
IND26715,80%,91%,3,246,3,0,0,0,hr,medium
IND20551,60%,81%,2,214,3,0,0,0,hr,high
IND21691,73%,73%,5,249,3,0,0,0,technical,medium
IND37851,55%,74%,3,211,3,1,0,0,technical,high
IND40525,70%,71%,5,269,3,0,0,0,technical,low
IND27421,53%,68%,4,214,3,0,0,0,technical,medium
IND40809,90%,94%,4,231,3,0,0,0,technical,medium
IND14237,80%,78%,3,175,3,0,0,0,technical,medium
IND17511,51%,60%,5,175,3,0,0,0,technical,medium
IND34285,86%,96%,5,238,5,0,0,0,technical,low
IND40780,63%,79%,4,228,4,0,0,0,technical,low
IND04927,83%,93%,3,220,4,0,0,0,technical,low
IND07016,85%,55%,4,233,2,1,0,0,technical,low
IND11157,80%,57%,3,225,4,0,0,0,support,low
IND29156,79%,97%,5,187,3,0,0,0,support,low
IND24610,37%,71%,3,117,3,0,0,0,support,low
IND39070,85%,90%,3,184,3,1,0,0,support,low
IND21108,76%,56%,3,216,3,0,0,0,support,low
IND43461,99%,62%,4,140,2,1,0,0,support,low
IND03035,55%,63%,3,201,2,1,0,0,support,high
IND06076,69%,69%,4,167,3,1,0,0,support,low
IND09155,68%,100%,5,203,2,0,0,0,support,low
IND18652,69%,90%,5,231,2,1,0,0,support,low
IND26201,65%,70%,3,141,4,0,0,0,support,low
IND27292,17%,88%,6,226,3,1,0,0,technical,high
IND43521,48%,65%,3,199,2,0,0,0,technical,low
IND43879,65%,59%,4,192,3,0,0,0,technical,low
IND35515,57%,49%,4,247,2,0,0,0,management,low
IND11274,80%,67%,3,164,3,0,0,0,IT,high
IND14284,80%,60%,5,234,2,0,0,0,IT,low
IND16705,50%,60%,2,177,3,1,0,0,IT,medium
IND33438,95%,87%,3,208,2,0,0,0,IT,high
IND09099,69%,93%,3,233,3,0,0,0,IT,medium
IND17648,74%,57%,4,172,3,0,0,0,product_mng,high
IND20707,68%,59%,3,141,3,0,0,0,product_mng,medium
IND27534,68%,55%,3,213,3,0,0,0,product_mng,medium
IND14294,65%,37%,5,128,3,1,0,0,product_mng,medium
IND41610,85%,92%,4,151,3,1,0,0,IT,medium
IND0719,49%,48%,4,247,3,0,0,0,RandD,medium
IND10127,19%,80%,6,143,4,0,0,0,RandD,medium
IND10217,95%,61%,3,164,3,0,0,0,RandD,medium
IND05468,63%,62%,3,183,3,0,0,0,RandD,medium
IND23290,83%,80%,4,274,3,0,0,0,RandD,high
IND39835,62%,78%,4,261,2,0,0,0,marketing,low
IND25082,74%,98%,5,200,3,0,0,0,sales,medium
IND29893,70%,87%,5,177,2,0,0,0,accounting,medium
IND07239,28%,38%,5,139,4,0,0,0,support,medium
IND22277,39%,56%,6,228,5,0,0,0,technical,medium
IND35856,62%,63%,3,230,2,0,0,0,management,medium
IND38114,79%,54%,5,212,4,0,0,0,marketing,medium
IND0438,87%,74%,4,265,4,0,0,0,marketing,medium
IND28669,29%,75%,3,124,4,0,0,0,marketing,medium
IND24829,37%,88%,4,155,3,0,0,0,sales,medium
IND01621,68%,55%,4,215,4,0,0,0,sales,high
IND03809,90%,51%,4,214,2,0,0,0,sales,low
IND04309,97%,65%,3,181,3,0,0,0,sales,low
IND25563,60%,77%,4,229,2,0,0,0,sales,low
IND10727,58%,79%,5,262,2,0,0,0,sales,high
IND17708,83%,86%,3,165,3,0,0,0,sales,low
IND18559,83%,73%,5,136,3,0,0,0,sales,low
IND11837,94%,71%,4,151,2,1,0,0,sales,low
IND22006,69%,90%,5,226,4,0,0,0,sales,high
IND04423,81%,81%,5,215,2,0,0,0,sales,low
IND10403,19%,50%,6,143,5,1,0,0,sales,low
IND28427,18%,64%,3,223,4,1,0,0,sales,low
IND31333,58%,63%,4,271,3,0,0,0,sales,low
IND38460,76%,65%,3,220,3,0,0,0,sales,low
IND08999,26%,47%,6,182,4,0,0,0,sales,low
IND33317,78%,87%,3,190,3,0,0,0,sales,low
IND04842,71%,56%,3,198,3,0,0,0,sales,medium
IND09339,76%,61%,3,141,2,0,0,0,sales,medium
IND24131,44%,81%,3,248,2,0,0,0,accounting,medium
IND32724,26%,69%,2,168,5,0,0,0,accounting,medium
IND43430,75%,57%,5,162,3,0,0,0,accounting,medium
IND19680,64%,90%,4,211,3,0,0,0,hr,medium
IND35201,79%,71%,4,271,3,0,0,0,hr,medium
IND39454,96%,61%,3,271,2,0,0,0,hr,medium
IND44664,63%,100%,5,244,2,0,0,0,hr,medium
IND09167,65%,55%,5,261,3,1,0,0,technical,medium
IND16637,76%,81%,3,225,3,0,0,0,technical,medium
IND43354,26%,90%,4,266,5,0,0,0,technical,medium
IND44688,84%,73%,3,146,5,1,0,0,technical,high
IND06980,74%,77%,3,233,3,0,0,0,technical,low
IND41022,53%,45%,4,180,3,0,0,0,technical,medium
IND08783,70%,56%,5,208,3,0,0,0,technical,medium
IND42806,62%,69%,4,165,4,1,0,0,technical,medium
IND08808,71%,68%,4,221,4,0,0,0,technical,medium
IND04941,50%,65%,3,215,2,0,0,0,technical,low
IND19104,53%,50%,6,264,6,0,0,0,technical,low
IND10608,88%,89%,2,160,4,0,0,0,support,low
IND12845,79%,83%,2,192,3,0,0,0,support,low
IND26288,69%,89%,5,201,2,0,0,0,support,low
IND39209,57%,96%,4,264,2,0,0,0,support,low
IND44056,68%,80%,4,186,3,1,0,0,support,low
IND08200,60%,82%,4,272,3,0,0,0,support,low
IND08851,70%,90%,4,216,3,0,0,0,support,low
IND20427,71%,76%,4,142,2,1,0,0,support,low
IND14105,49%,51%,4,133,3,0,0,0,support,low
IND15624,74%,70%,4,260,2,0,0,0,support,low
IND09645,20%,93%,4,101,5,0,0,0,support,low
IND11852,57%,50%,4,230,2,0,0,0,technical,low
IND23536,83%,48%,3,242,4,0,0,0,technical,low
IND01803,22%,64%,3,193,2,0,0,0,technical,low
IND04782,67%,57%,2,234,4,0,0,0,management,low
IND21304,54%,84%,3,132,3,0,0,0,IT,low
IND0992,54%,53%,4,183,3,0,0,0,IT,low
IND29726,64%,61%,4,191,4,0,0,0,IT,low
IND33367,23%,84%,5,140,4,0,0,0,IT,low
IND06537,88%,87%,5,257,3,0,0,0,IT,medium
IND0396,83%,54%,4,219,3,0,0,0,product_mng,medium
IND40254,88%,67%,5,141,2,0,0,0,product_mng,medium
IND26290,90%,85%,5,162,2,0,0,0,product_mng,medium
IND15143,49%,61%,3,181,3,0,0,0,product_mng,medium
IND17337,55%,49%,3,191,3,0,0,0,IT,medium
IND35091,92%,69%,4,149,6,1,0,0,RandD,medium
IND24630,72%,67%,3,164,4,0,0,0,RandD,medium
IND05639,63%,50%,4,235,3,0,0,0,RandD,medium
IND11802,98%,66%,3,199,3,0,0,0,RandD,medium
IND15150,76%,52%,3,248,3,0,0,0,RandD,medium
IND29850,42%,56%,2,103,3,1,0,0,marketing,medium
IND26523,58%,65%,4,248,4,0,0,0,marketing,high
IND26878,85%,82%,3,153,3,1,0,0,sales,low
IND27900,67%,95%,4,241,4,0,0,0,accounting,medium
IND28183,58%,100%,4,258,3,0,0,0,support,medium
IND36445,84%,76%,5,172,5,1,0,0,technical,medium
IND36475,56%,68%,3,149,2,0,0,0,management,medium
IND06236,63%,83%,4,217,3,0,0,0,marketing,low
IND01830,51%,92%,3,243,3,0,0,0,marketing,low
IND06652,95%,81%,5,120,3,0,0,0,marketing,low
IND14608,85%,55%,3,137,3,1,0,0,sales,low
IND07458,73%,78%,5,150,3,0,0,0,sales,low
IND32187,20%,49%,5,199,5,0,0,0,sales,low
IND03403,78%,79%,3,203,2,0,0,0,sales,low
IND25370,83%,80%,3,273,3,0,0,0,sales,low
IND0590,87%,56%,2,214,3,1,0,0,sales,low
IND02563,98%,99%,5,141,3,0,0,0,sales,low
IND08445,100%,81%,5,243,3,0,0,0,sales,low
IND06952,70%,55%,4,159,3,0,0,0,sales,low
IND24025,62%,88%,5,146,3,0,0,0,sales,low
IND40509,67%,72%,4,159,2,0,0,0,sales,low
IND22377,86%,96%,4,196,3,0,0,0,sales,low
IND0643,44%,57%,5,183,2,1,0,0,sales,low
IND06392,19%,86%,4,192,4,0,0,0,sales,low
IND25542,76%,83%,4,246,2,0,0,0,sales,low
IND43910,89%,93%,5,191,4,0,0,0,sales,low
IND10570,25%,97%,3,158,3,0,0,0,sales,low
IND25266,68%,100%,4,167,2,0,0,0,sales,low
IND32573,38%,50%,2,187,2,1,0,0,sales,medium
IND36859,64%,95%,4,199,4,0,0,0,accounting,medium
IND03053,76%,62%,4,157,3,0,0,0,accounting,medium
IND32673,26%,45%,2,157,3,0,0,0,accounting,medium
IND38033,69%,67%,3,178,2,0,0,0,hr,medium
IND07846,98%,66%,3,154,2,0,0,0,hr,medium
IND24690,86%,83%,5,208,2,1,0,0,hr,medium
IND43391,14%,68%,4,273,5,1,0,0,hr,medium
IND15427,58%,63%,4,159,3,0,0,0,technical,medium
IND17645,63%,97%,4,234,2,0,0,0,technical,medium
IND26515,70%,91%,5,139,3,1,0,0,technical,medium
IND30085,73%,62%,4,210,4,0,0,0,technical,medium
IND19151,89%,52%,3,164,3,0,0,0,technical,high
IND26854,17%,61%,3,241,5,1,0,0,technical,low
IND41657,86%,73%,5,259,2,0,0,0,technical,medium
IND43605,59%,73%,3,159,3,1,0,0,technical,medium
IND37437,22%,51%,4,131,2,0,0,0,technical,medium
IND08755,55%,57%,3,266,2,0,0,0,technical,medium
IND35705,74%,60%,3,153,2,0,0,0,technical,low
IND18078,55%,54%,3,253,2,0,0,0,support,low
IND20009,67%,94%,4,141,2,1,0,0,support,low
IND12132,64%,80%,3,199,3,0,0,0,support,low
IND42107,58%,71%,3,205,3,0,0,0,support,low
IND26327,90%,60%,4,252,3,0,0,0,support,low
IND02445,89%,90%,4,153,3,0,0,0,support,low
IND18141,74%,37%,2,171,4,0,0,0,support,low
IND38847,78%,91%,5,150,4,0,0,0,support,low
IND42264,97%,53%,4,247,3,0,0,0,support,low
IND06557,52%,92%,4,150,2,1,0,0,support,low
IND19667,99%,86%,4,206,2,0,0,0,support,low
IND34668,76%,44%,4,192,4,1,0,0,technical,low
IND37204,69%,96%,5,164,3,0,0,0,technical,low
IND44525,59%,69%,3,186,3,0,0,0,technical,low
IND06498,95%,63%,3,249,3,0,0,0,management,low
IND17952,69%,81%,3,214,2,0,0,0,IT,low
IND44358,76%,75%,4,193,4,0,0,0,IT,low
IND05944,70%,84%,2,114,4,0,0,0,IT,low
IND10936,87%,60%,2,122,2,0,0,0,IT,low
IND42539,44%,55%,3,170,3,1,0,0,IT,low
IND44779,54%,91%,3,151,3,0,0,0,product_mng,medium
IND23858,55%,75%,3,156,3,0,0,0,product_mng,medium
IND01274,81%,75%,5,170,3,1,0,0,product_mng,medium
IND07416,50%,55%,3,188,2,0,0,0,product_mng,medium
IND30704,93%,74%,4,201,3,1,0,0,IT,medium
IND12781,64%,50%,6,254,6,0,0,0,RandD,medium
IND04750,57%,78%,3,206,4,0,0,0,RandD,medium
IND37696,95%,74%,4,216,3,0,0,0,RandD,medium
IND18960,86%,67%,5,200,3,0,0,0,RandD,medium
IND19900,82%,58%,4,202,2,0,0,0,RandD,medium
IND14667,18%,79%,4,217,4,0,0,0,RandD,medium
IND27263,58%,70%,5,151,4,0,0,0,marketing,medium
IND15435,57%,56%,3,224,2,0,0,0,sales,high
IND04199,94%,83%,5,148,3,0,0,0,accounting,low
IND19147,20%,97%,6,224,5,1,0,0,support,medium
IND20576,73%,75%,2,243,5,1,0,0,technical,medium
IND39338,94%,80%,4,238,3,1,0,0,management,medium
IND19272,99%,61%,3,254,3,0,0,0,marketing,medium
IND28203,22%,49%,4,218,4,0,0,0,marketing,low
IND09251,67%,66%,3,237,3,0,0,0,marketing,low
IND43917,49%,67%,4,185,2,0,0,0,sales,low
IND15629,78%,95%,4,184,3,0,0,0,sales,low
IND08573,15%,74%,2,176,3,1,0,0,sales,low
IND40681,91%,89%,4,260,3,0,0,0,sales,low
IND02806,70%,78%,4,254,4,0,0,0,sales,low
IND18027,60%,95%,3,221,3,0,0,0,sales,low
IND29504,59%,57%,5,257,2,0,0,0,sales,low
IND38455,59%,93%,3,265,3,1,0,0,sales,low
IND14157,55%,64%,3,138,3,1,0,0,sales,low
IND20127,42%,75%,3,163,2,1,0,0,sales,low
IND18914,57%,81%,3,144,3,0,0,0,sales,low
IND29189,72%,51%,3,146,2,1,0,0,sales,low
IND29782,83%,81%,3,242,6,0,0,0,sales,low
IND36344,89%,93%,4,249,3,0,0,0,sales,low
IND42642,55%,59%,3,245,3,0,0,0,sales,low
IND11043,53%,75%,4,201,2,0,0,0,sales,low
IND37626,74%,59%,4,177,4,1,0,0,sales,medium
IND18179,63%,98%,4,160,2,0,0,0,sales,medium
IND30888,63%,40%,6,177,2,1,0,0,sales,medium
IND40369,61%,97%,4,153,3,0,0,0,accounting,medium
IND41418,76%,79%,3,197,5,0,0,0,accounting,medium
IND06469,67%,82%,4,246,4,0,0,0,accounting,medium
IND16520,51%,95%,4,258,3,0,0,0,hr,medium
IND24276,67%,55%,3,137,3,0,0,0,hr,medium
IND39924,16%,94%,3,178,4,0,0,0,hr,medium
IND03247,34%,85%,4,123,4,0,0,0,hr,medium
IND09429,58%,73%,5,162,3,1,0,0,technical,medium
IND17359,50%,71%,5,210,5,0,0,0,technical,medium
IND09966,56%,48%,4,197,3,1,0,0,technical,high
IND11049,56%,98%,3,220,3,0,0,0,technical,low
IND11587,74%,71%,4,133,2,0,0,0,technical,medium
IND15476,69%,99%,3,198,2,0,0,0,technical,medium
IND22711,15%,81%,4,160,5,0,0,0,technical,medium
IND24768,58%,67%,2,180,2,0,0,0,technical,medium
IND16843,80%,79%,3,217,3,0,0,0,technical,low
IND32684,50%,57%,3,223,3,0,0,0,technical,low
IND40170,66%,92%,4,229,2,0,0,0,technical,low
IND15537,81%,78%,4,159,3,0,0,0,support,low
IND29219,14%,68%,5,253,5,0,0,0,support,low
IND32793,92%,85%,3,235,2,0,0,0,support,low
IND03300,69%,91%,4,186,3,0,0,0,support,low
IND23845,66%,99%,4,263,2,0,0,0,support,low
IND24119,85%,39%,4,239,4,0,0,0,support,low
IND42791,83%,69%,4,151,2,0,0,0,support,low
IND14342,100%,49%,3,106,4,0,0,0,support,low
IND29879,68%,65%,3,183,4,0,0,0,support,low
IND04621,26%,97%,3,125,2,0,0,0,support,low
IND31302,35%,41%,3,157,2,0,0,0,support,low
IND36326,12%,58%,3,241,2,0,0,0,technical,low
IND29363,91%,93%,4,184,3,0,0,0,technical,low
IND07830,65%,67%,4,144,3,0,0,0,technical,low
IND15965,78%,72%,3,255,4,1,0,0,management,low
IND17236,61%,82%,3,261,4,0,0,0,IT,low
IND23678,64%,51%,4,207,2,0,0,0,IT,low
IND07549,58%,73%,4,205,4,0,0,0,IT,low
IND0185,63%,76%,4,217,2,1,0,0,IT,medium
IND37830,94%,60%,4,215,2,1,0,0,IT,medium
IND18093,26%,81%,5,139,4,0,0,0,product_mng,medium
IND07605,59%,69%,3,146,3,0,0,0,product_mng,medium
IND41718,78%,80%,4,175,3,0,0,0,product_mng,medium
IND24793,86%,64%,5,188,3,0,0,0,product_mng,medium
IND43332,79%,73%,5,155,3,0,0,0,IT,medium
IND09182,89%,73%,4,171,4,0,0,0,RandD,medium
IND22723,34%,99%,4,184,3,0,0,0,RandD,medium
IND35757,29%,77%,3,164,6,0,0,0,RandD,medium
IND06285,71%,89%,3,244,4,0,0,0,RandD,medium
IND0375,93%,58%,4,222,2,0,0,0,RandD,medium
IND01909,94%,76%,4,231,3,1,0,0,RandD,high
IND07229,91%,72%,3,213,3,0,0,0,marketing,low
IND28367,71%,96%,4,144,4,0,0,0,sales,medium
IND39916,67%,81%,3,221,4,1,0,0,accounting,medium
IND34497,54%,42%,3,138,3,1,0,0,support,medium
IND14264,89%,58%,3,183,4,0,0,0,technical,medium
IND28483,94%,91%,3,250,3,1,0,0,management,low
IND32456,15%,89%,3,219,6,0,0,0,marketing,low
IND10448,45%,92%,6,164,4,1,0,0,marketing,low
IND0442,92%,67%,4,161,4,1,0,0,marketing,low
IND19685,63%,56%,4,274,5,1,0,0,sales,low
IND41773,80%,66%,4,181,3,1,0,0,sales,low
IND10604,45%,72%,3,148,2,0,0,0,sales,low
IND42663,72%,54%,3,226,2,1,0,0,sales,low
IND21679,84%,36%,6,256,5,0,0,0,sales,low
IND10103,61%,51%,3,141,2,0,0,0,sales,low
IND23949,63%,88%,3,177,3,0,0,0,sales,low
IND12456,49%,54%,4,173,2,0,0,0,sales,low
IND14140,68%,51%,2,196,3,0,0,0,sales,low
IND01401,64%,85%,5,179,2,0,0,0,sales,low
IND04654,61%,64%,4,201,3,0,0,0,sales,low
IND12297,83%,55%,5,247,3,0,0,0,sales,low
IND31615,94%,51%,5,238,2,0,0,0,sales,low
IND17749,27%,66%,3,133,6,0,0,0,sales,low
IND13427,60%,49%,2,194,4,0,0,0,sales,low
IND19250,83%,69%,4,232,2,0,0,0,sales,low
IND24785,53%,75%,3,232,3,0,0,0,sales,low
IND14320,79%,97%,4,204,3,0,0,0,sales,medium
IND35744,96%,49%,4,252,3,1,0,0,sales,medium
IND02184,50%,56%,3,164,3,0,0,0,accounting,medium
IND10798,68%,81%,5,266,2,0,0,0,accounting,medium
IND11306,24%,54%,4,226,4,1,0,0,accounting,medium
IND15763,80%,80%,4,252,6,0,0,0,hr,medium
IND18146,62%,74%,4,155,3,0,0,0,hr,medium
IND21795,100%,85%,3,202,2,0,0,0,hr,medium
IND24147,64%,75%,3,214,3,0,0,0,hr,medium
IND14482,51%,55%,4,267,3,0,0,0,technical,medium
IND30828,74%,50%,4,265,3,0,0,0,technical,medium
IND32608,49%,99%,3,221,2,1,0,0,technical,medium
IND09642,96%,83%,4,132,6,0,0,0,technical,high
IND26179,59%,62%,4,227,4,1,0,0,technical,low
IND43223,84%,57%,4,234,3,0,0,0,technical,medium
IND27668,16%,84%,3,238,6,0,0,0,technical,medium
IND41428,62%,75%,3,149,2,1,0,0,technical,medium
IND02665,79%,67%,4,152,3,0,0,0,technical,medium
IND06132,53%,83%,4,249,3,1,0,0,technical,low
IND20545,17%,48%,6,270,5,0,0,0,technical,low
IND03145,57%,76%,3,200,2,0,0,0,support,low
IND29418,65%,82%,4,207,2,0,0,0,support,low
IND30916,69%,74%,4,266,2,1,0,0,support,low
IND32947,30%,80%,6,250,3,0,0,0,support,low
IND04437,99%,92%,3,220,3,0,0,0,support,low
IND32691,50%,69%,4,177,2,0,0,0,support,low
IND38343,54%,96%,3,147,2,0,0,0,support,medium
IND03302,69%,57%,4,227,4,0,0,0,support,medium
IND22186,50%,85%,4,272,2,0,0,0,support,medium
IND19319,66%,73%,3,244,3,0,0,0,support,medium
IND25434,100%,93%,5,182,3,1,0,0,support,medium
IND43566,15%,61%,3,146,6,1,0,0,technical,medium
IND43690,31%,54%,5,259,5,1,0,0,technical,medium
IND38437,65%,49%,4,184,4,0,0,0,technical,medium
IND01009,72%,69%,4,149,2,0,0,0,management,medium
IND23552,84%,85%,4,185,3,1,0,0,IT,medium
IND37719,55%,80%,3,254,2,0,0,0,IT,medium
IND37827,60%,58%,4,249,3,0,0,0,IT,medium
IND25249,84%,48%,4,269,2,0,0,0,IT,medium
IND39643,68%,87%,3,168,3,0,0,0,IT,medium
IND06671,13%,100%,6,225,3,0,0,0,product_mng,medium
IND09933,88%,98%,3,160,2,0,0,0,product_mng,medium
IND37208,64%,57%,5,149,3,1,0,0,product_mng,medium
IND15077,19%,95%,5,193,3,0,0,0,product_mng,medium
IND38903,83%,88%,5,171,3,1,0,0,IT,medium
IND44697,17%,41%,4,232,3,1,0,0,RandD,medium
IND38324,44%,74%,4,250,6,0,0,0,RandD,medium
IND06091,52%,55%,4,243,2,0,0,0,RandD,medium
IND16121,66%,62%,4,250,2,0,0,0,RandD,medium
IND07467,96%,55%,4,153,3,0,0,0,RandD,medium
IND17869,19%,50%,5,126,3,1,0,0,RandD,medium
IND37712,86%,100%,3,192,3,0,0,0,marketing,high
IND04589,65%,57%,3,137,4,1,0,0,sales,high
IND05636,61%,97%,3,199,3,1,0,0,accounting,high
IND39565,53%,96%,3,181,3,1,0,0,support,high
IND08815,14%,76%,5,260,6,0,0,0,technical,high
IND18843,74%,100%,4,199,4,0,0,0,management,high
IND18932,47%,62%,6,171,5,1,0,0,marketing,high
IND21531,60%,56%,4,260,3,0,0,0,marketing,high
IND27899,81%,58%,3,243,4,0,0,0,marketing,high
IND28245,95%,59%,2,154,4,0,0,0,sales,high
IND10943,98%,80%,2,201,2,0,0,0,sales,high
IND41088,52%,80%,5,234,3,0,0,0,sales,high
IND13675,100%,97%,3,216,3,1,0,0,sales,low
IND13832,16%,74%,5,205,4,1,0,0,sales,low
IND18758,19%,83%,3,225,4,0,0,0,sales,low
IND20721,94%,87%,3,229,3,0,0,0,sales,low
IND39187,58%,43%,6,132,3,0,0,0,sales,low
IND03699,92%,69%,4,180,3,0,0,0,sales,low
IND08828,65%,80%,4,164,4,0,0,0,sales,low
IND28307,74%,74%,5,175,3,0,0,0,sales,low
IND08130,60%,53%,5,103,2,0,0,0,sales,low
IND27512,100%,100%,5,142,4,0,0,0,sales,low
IND17363,81%,96%,4,212,3,0,0,0,sales,low
IND04122,54%,67%,2,129,3,1,0,0,sales,low
IND12463,18%,81%,5,140,4,0,0,0,sales,low
IND44147,82%,88%,4,149,2,0,0,0,sales,low
IND12438,90%,96%,2,258,2,0,0,0,sales,low
IND13717,62%,62%,4,136,2,0,0,0,sales,medium
IND15471,77%,76%,2,216,3,1,0,0,accounting,medium
IND22388,58%,86%,3,151,2,0,0,0,accounting,medium
IND04326,27%,47%,5,217,6,0,0,0,accounting,medium
IND0133,78%,72%,4,219,3,0,0,0,hr,medium
IND32528,98%,66%,3,150,3,0,0,0,hr,medium
IND35308,75%,50%,4,98,4,0,0,0,hr,medium
IND01892,74%,67%,5,140,3,0,0,0,hr,medium
IND03209,90%,99%,3,259,3,1,0,0,technical,medium
IND37271,73%,71%,5,215,6,1,0,0,technical,medium
IND28998,90%,62%,4,258,3,0,0,0,technical,medium
IND06632,68%,91%,4,162,3,1,0,0,technical,medium
IND25387,90%,74%,3,260,4,0,0,0,technical,high
IND12813,64%,93%,5,198,2,0,0,0,technical,high
IND41008,63%,90%,2,242,3,1,0,0,technical,high
IND36037,87%,89%,4,219,4,0,0,0,technical,high
IND02873,60%,55%,4,204,3,0,0,0,technical,high
IND19651,70%,74%,3,157,3,0,0,0,technical,high
IND43626,15%,94%,5,244,6,0,0,0,technical,high
IND03772,45%,75%,3,122,3,0,0,0,support,high
IND15859,43%,90%,5,282,5,0,0,0,support,low
IND04157,92%,46%,5,195,5,0,0,0,support,low
IND34164,72%,81%,4,134,2,0,0,0,support,low
IND29134,94%,84%,3,210,2,0,0,0,support,low
IND21302,74%,52%,3,170,3,0,0,0,support,low
IND29651,48%,71%,2,140,3,1,0,0,support,low
IND41931,84%,76%,5,215,2,1,0,0,support,low
IND15675,53%,86%,3,150,3,0,0,0,support,low
IND23340,45%,88%,5,268,3,1,0,0,support,medium
IND20836,95%,67%,4,270,4,0,0,0,support,medium
IND31090,95%,58%,3,163,3,0,0,0,technical,medium
IND11107,70%,85%,3,188,2,0,0,0,technical,medium
IND40242,19%,93%,3,110,4,0,0,0,technical,medium
IND15441,74%,91%,5,135,3,0,0,0,management,medium
IND42160,54%,59%,4,228,3,0,0,0,IT,medium
IND41865,50%,69%,5,172,2,0,0,0,IT,medium
IND0877,95%,72%,3,168,5,0,0,0,IT,medium
IND16615,69%,69%,5,160,3,0,0,0,IT,medium
IND42338,24%,74%,5,282,3,0,0,0,IT,medium
IND10108,96%,70%,5,184,2,1,0,0,product_mng,medium
IND18368,61%,50%,4,217,4,1,0,0,product_mng,medium
IND23522,76%,53%,6,281,3,0,0,0,product_mng,medium
IND33685,61%,64%,3,245,2,0,0,0,product_mng,medium
IND13524,37%,48%,2,285,5,0,0,0,IT,medium
IND11061,81%,90%,4,165,3,0,0,0,RandD,medium
IND05293,59%,90%,3,146,3,0,0,0,RandD,medium
IND08454,73%,82%,3,133,3,0,0,0,RandD,medium
IND05883,87%,57%,2,181,6,0,0,0,RandD,medium
IND10021,67%,66%,6,152,3,0,0,0,RandD,medium
IND38498,96%,78%,2,284,3,0,0,0,RandD,medium
IND16343,98%,51%,3,157,3,0,0,0,marketing,medium
IND29823,50%,58%,4,165,2,0,0,0,sales,high
IND30422,49%,71%,3,255,2,1,0,0,accounting,low
IND33524,13%,65%,4,194,4,0,0,0,support,medium
IND34694,57%,68%,3,102,6,0,0,0,technical,medium
IND29423,51%,94%,4,247,2,0,0,0,management,medium
IND05529,99%,69%,3,206,2,0,0,0,marketing,medium
IND11878,80%,77%,3,171,2,0,0,0,marketing,medium
IND24896,56%,39%,5,263,4,0,0,0,marketing,medium
IND38657,96%,84%,4,272,4,1,0,0,sales,medium
IND35769,96%,50%,3,158,2,1,0,0,sales,medium
IND41426,87%,53%,6,216,6,1,0,0,sales,medium
IND36174,61%,90%,5,113,3,0,0,0,sales,medium
IND09873,18%,60%,3,140,4,0,0,0,sales,low
IND42976,24%,77%,5,178,5,0,0,0,sales,low
IND25167,86%,48%,4,153,3,0,0,0,sales,low
IND30073,25%,62%,6,271,5,0,0,0,sales,low
IND37292,25%,82%,3,269,5,0,0,0,sales,low
IND20422,63%,55%,3,160,3,0,0,0,sales,low
IND23392,89%,68%,4,258,2,1,0,0,sales,low
IND25220,87%,82%,4,251,3,0,0,0,sales,high
IND38564,87%,78%,3,170,2,0,0,0,sales,low
IND17905,71%,99%,4,238,4,1,0,0,sales,high
IND27055,98%,87%,4,152,2,0,0,0,sales,high
IND08417,16%,51%,3,262,6,0,0,0,sales,low
IND0258,83%,68%,4,273,2,0,0,0,sales,low
IND16714,65%,77%,3,233,2,0,0,0,sales,high
IND26819,95%,64%,3,262,3,0,0,0,sales,low
IND19300,67%,67%,3,183,3,0,0,0,accounting,medium
IND23407,53%,88%,3,150,3,1,0,0,accounting,high
IND29741,74%,94%,3,132,3,0,0,0,accounting,medium
IND29772,77%,79%,3,200,4,0,0,0,hr,medium
IND30842,13%,72%,4,148,5,0,0,0,hr,medium
IND02760,82%,92%,3,187,3,1,0,0,hr,medium
IND13684,88%,65%,4,224,2,0,0,0,hr,high
IND29547,89%,50%,4,147,2,0,0,0,technical,medium
IND13689,85%,51%,3,153,4,0,0,0,technical,medium
IND35843,93%,87%,5,154,2,0,0,0,technical,medium
IND10117,62%,70%,5,270,3,0,0,0,technical,high
IND27613,58%,96%,3,202,2,0,0,0,technical,medium
IND27971,98%,50%,4,264,3,0,0,0,technical,high
IND13939,52%,45%,2,145,3,0,0,0,technical,low
IND17900,76%,49%,3,138,2,1,0,0,technical,medium
IND26793,73%,91%,3,238,2,0,0,0,technical,medium
